Nov.19,Oct.19,Aug.19,Jul.19,Jun.19,Sep.19,May.19,Apr.19,Mar.19,Jan.19,Nov.18,Feb.19,Oct.18,Sep.18,Jul.18,May.18,Apr.18,Jun.18,Feb.18,Jan.18,Dec.19
542,123,55,25,58,54,16,23,19,22,27,12,50,32,9,4,20,16,18,17,35
2019-11,2018-09,2017-03,2013-11,2015-11,2016-11
37,1,7,14,9,11
